fullDate,time,fScale,injuries,fatalities,lengthMiles,widthYards,startLat,startLon,countyFIPS,countyName
2014-06-06,14:46:00.000000,1,0,0,1.35,100,37.1889,-104.179,71,Las Animas
1951-06-06,13:30:00.000000,2,1,0,4.7,217,38.73,-103.58,73,Lincoln
1965-05-23,15:41:00.000000,2,0,0,4.6,67,38.57,-103.67,73,Lincoln
1975-05-12,16:08:00.000000,1,0,0,0.3,100,38.65,-103.53,73,Lincoln
1977-03-18,15:55:00.000000,2,0,0,1.5,67,39.52,-103.62,73,Lincoln
1977-03-18,15:55:00.000000,2,0,0,1.5,67,39.52,-103.53,73,Lincoln
1980-06-30,15:30:00.000000,1,0,0,2.0,30,39.52,-103.72,73,Lincoln
1982-05-29,18:10:00.000000,2,0,0,1.0,100,39.47,-103.72,73,Lincoln
1982-06-01,18:45:00.000000,1,0,0,1.0,100,39.18,-103.8,73,Lincoln
1982-06-14,14:00:00.000000,1,0,0,1.0,100,39.38,-103.67,73,Lincoln
1982-07-13,15:10:00.000000,1,0,0,1.0,80,39.3,-103.52,73,Lincoln
1982-07-13,15:13:00.000000,1,0,0,0.5,50,39.32,-103.55,73,Lincoln
1983-04-30,16:40:00.000000,1,0,0,2.5,50,39.28,-104.33,73,Lincoln
1983-06-09,18:08:00.000000,1,0,0,1.0,37,38.75,-103.3,73,Lincoln
1984-06-12,19:07:00.000000,1,0,0,0.3,50,39.15,-103.7,73,Lincoln
1986-06-09,17:30:00.000000,1,0,0,0.5,40,39.02,-103.32,73,Lincoln
1986-08-03,17:48:00.000000,1,0,0,0.5,30,39.27,-103.65,73,Lincoln
1987-06-24,18:44:00.000000,1,0,0,0.6,30,38.63,-103.65,73,Lincoln
1987-06-24,18:44:00.000000,1,0,0,0.6,30,38.63,-103.65,73,Lincoln
1988-07-28,19:00:00.000000,1,0,0,1.0,30,39.42,-103.27,73,Lincoln
1989-07-13,21:18:00.000000,1,0,0,0.8,40,39.52,-103.7,73,Lincoln
1989-07-13,21:55:00.000000,1,0,0,0.8,40,39.13,-103.57,73,Lincoln
1990-06-06,20:45:00.000000,3,14,0,7.0,500,39.17,-103.7,73,Lincoln
1991-05-02,16:30:00.000000,1,0,0,0.2,27,39.28,-103.5,73,Lincoln
1992-06-05,14:52:00.000000,1,0,0,3.0,200,39.32,-103.22,73,Lincoln
1996-07-30,16:17:00.000000,1,0,0,1.0,100,39.45,-103.5,73,Lincoln
1999-05-31,18:45:00.000000,2,0,0,7.0,100,39.32,-103.53,73,Lincoln
1999-05-31,18:47:00.000000,3,0,0,7.0,200,39.35,-103.58,73,Lincoln
1999-05-31,19:51:00.000000,1,0,0,0.5,50,39.03,-103.42,73,Lincoln
2010-07-04,21:15:00.000000,1,0,0,0.1,100,38.77,-103.48,73,Lincoln
2014-06-04,22:15:00.000000,1,0,0,5.24,200,39.2971,-103.742,73,Lincoln
2015-08-17,17:55:00.000000,1,0,0,0.01,100,39.2732,-103.501,73,Lincoln
2015-08-17,19:00:00.000000,1,0,0,0.01,100,39.2716,-103.482,73,Lincoln
1958-07-07,23:00:00.000000,1,0,0,0.1,10,40.63,-103.3,75,Logan
1960-06-20,19:00:00.000000,2,0,0,2.5,67,40.98,-103.13,75,Logan
1974-08-15,20:40:00.000000,3,0,0,2.0,150,40.68,-103.17,75,Logan
1981-06-13,19:30:00.000000,1,0,0,1.0,40,40.8,-103.07,75,Logan
1982-06-12,17:10:00.000000,1,0,0,2.0,100,40.73,-103.12,75,Logan
1982-06-14,13:47:00.000000,1,0,0,0.5,100,40.87,-102.8,75,Logan
1982-06-29,19:35:00.000000,1,0,0,1.0,150,40.65,-103.18,75,Logan
1982-08-13,16:50:00.000000,1,0,0,1.5,70,40.45,-103.35,75,Logan
1983-06-02,17:27:00.000000,1,0,0,0.5,50,40.77,-103.17,75,Logan
1985-05-27,17:45:00.000000,1,0,0,3.0,50,40.75,-103.35,75,Logan
1988-05-31,01:25:00.000000,1,0,0,2.0,50,40.65,-103.2,75,Logan
1988-06-13,18:00:00.000000,2,0,0,1.5,50,40.87,-102.93,75,Logan
1988-07-08,18:31:00.000000,1,0,0,1.5,40,40.77,-103.23,75,Logan
1988-07-08,18:31:00.000000,1,0,0,1.0,40,40.63,-103.42,75,Logan
1988-07-08,18:45:00.000000,1,0,0,0.5,30,40.68,-102.83,75,Logan
1989-07-13,20:17:00.000000,1,0,0,1.5,30,40.57,-103.35,75,Logan
1996-07-13,18:40:00.000000,2,0,0,0.5,100,40.97,-103.08,75,Logan
1999-06-26,20:30:00.000000,1,0,0,0.2,50,40.97,-102.8,75,Logan
1999-06-26,20:50:00.000000,1,0,0,0.2,50,40.82,-103.07,75,Logan
1999-06-26,20:55:00.000000,1,0,0,0.2,50,40.9,-102.8,75,Logan
1999-06-26,20:57:00.000000,1,0,0,0.2,50,40.75,-103.07,75,Logan
2000-05-17,15:30:00.000000,1,0,0,0.2,50,40.58,-103.13,75,Logan
2000-05-17,16:00:00.000000,1,0,0,0.2,50,40.68,-102.83,75,Logan
2000-07-05,21:10:00.000000,3,2,0,6.0,1320,40.68,-102.7,75,Logan
2004-06-09,19:11:00.000000,1,2,0,0.5,75,40.63,-103.2,75,Logan
2000-09-08,14:05:00.000000,1,0,0,0.4,40,38.93,-108.28,77,Mesa
2015-07-09,15:32:00.000000,1,0,0,0.11,50,39.0751,-108.106,77,Mesa
1997-10-10,19:10:00.000000,2,0,0,3.0,400,37.68,-106.92,79,Mineral
2004-08-26,14:00:00.000000,1,0,0,1.5,130,40.85,-107.35,81,Moffat
2006-08-26,16:05:00.000000,1,0,0,8.0,50,40.27,-109.0,81,Moffat
1970-09-05,18:30:00.000000,1,0,0,1.5,100,37.33,-108.82,83,Montezuma
1985-04-25,10:00:00.000000,2,0,0,0.5,40,37.35,-108.58,83,Montezuma
2004-05-13,09:30:00.000000,1,0,0,0.7,20,38.65,-107.57,85,Montrose
2005-05-06,18:00:00.000000,1,1,0,0.3,25,38.63,-107.98,85,Montrose
2005-10-04,14:00:00.000000,1,0,0,0.7,20,38.33,-108.88,85,Montrose
1955-07-08,22:00:00.000000,2,0,0,0.1,33,40.25,-103.75,87,Morgan
1956-06-01,17:00:00.000000,2,0,0,0.1,10,40.42,-103.63,87,Morgan
1956-06-19,17:00:00.000000,2,0,0,0.1,10,40.27,-103.83,87,Morgan
1973-07-09,20:45:00.000000,1,0,0,1.0,17,40.22,-104.0,87,Morgan
1974-08-08,15:20:00.000000,1,0,0,0.3,20,40.18,-104.08,87,Morgan
1976-06-04,19:00:00.000000,1,0,0,0.1,70,40.25,-103.8,87,Morgan
1979-06-06,20:22:00.000000,1,0,0,0.5,50,40.15,-103.8,87,Morgan
1981-05-11,20:22:00.000000,1,0,0,0.1,20,40.33,-103.8,87,Morgan
1981-06-13,21:45:00.000000,1,0,0,0.5,40,40.25,-103.65,87,Morgan
1981-07-25,18:15:00.000000,1,0,0,1.0,40,40.33,-103.82,87,Morgan
1982-08-09,14:30:00.000000,1,0,0,2.0,77,40.13,-104.12,87,Morgan
1983-06-12,13:45:00.000000,1,0,0,1.0,33,40.15,-104.12,87,Morgan
1984-05-18,15:50:00.000000,1,0,0,0.5,30,40.27,-104.0,87,Morgan
1984-05-24,19:05:00.000000,2,0,0,5.0,50,40.35,-103.97,87,Morgan
1984-05-24,20:59:00.000000,1,0,0,2.0,50,40.27,-104.02,87,Morgan
1984-06-13,09:40:00.000000,1,0,0,1.0,50,40.25,-103.8,87,Morgan
1984-09-21,16:00:00.000000,1,0,0,0.1,17,40.25,-103.8,87,Morgan
1985-05-07,17:50:00.000000,1,0,0,1.0,40,40.57,-104.07,87,Morgan
1985-07-18,19:55:00.000000,1,0,0,0.2,30,40.32,-103.8,87,Morgan
1986-09-18,18:20:00.000000,2,0,0,25.0,300,40.5,-103.83,87,Morgan
1988-07-18,19:56:00.000000,1,0,0,0.3,30,40.25,-103.73,87,Morgan
1989-06-25,17:05:00.000000,1,0,0,0.5,23,40.18,-103.88,87,Morgan
1990-06-14,20:50:00.000000,2,0,0,7.0,100,40.05,-103.62,87,Morgan
1996-05-30,16:50:00.000000,2,0,0,1.0,880,40.2,-103.87,87,Morgan
1996-07-30,22:00:00.000000,2,0,0,0.5,100,40.35,-103.97,87,Morgan
1997-06-22,20:00:00.000000,1,0,0,0.1,50,40.1,-103.62,87,Morgan
2003-05-08,13:05:00.000000,1,0,0,0.1,50,40.13,-103.45,87,Morgan
2010-08-16,16:17:00.000000,1,0,0,0.25,100,40.1608,-103.564,87,Morgan
1953-08-16,18:00:00.000000,1,0,0,0.1,10,38.25,-104.03,89,Otero
1953-10-20,11:30:00.000000,2,0,0,2.0,200,38.5,-103.77,89,Otero
1953-10-20,11:45:00.000000,3,0,0,11.9,880,38.13,-104.03,89,Otero
1957-05-24,15:30:00.000000,1,0,0,0.1,10,38.05,-103.58,89,Otero
1962-05-28,14:00:00.000000,1,0,0,0.1,10,37.98,-103.62,89,Otero
1962-06-04,20:00:00.000000,1,0,0,0.1,10,38.02,-103.63,89,Otero
1966-07-18,19:15:00.000000,1,0,0,0.1,10,38.0,-103.37,89,Otero
1980-06-19,17:30:00.000000,1,0,0,6.4,50,37.78,-103.98,89,Otero
1983-06-04,16:00:00.000000,1,0,0,1.0,50,38.0,-103.78,89,Otero
1987-07-07,20:14:00.000000,1,0,0,0.5,50,38.0,-103.5,89,Otero
1997-10-11,20:45:00.000000,1,0,0,8.0,200,37.75,-103.43,89,Otero
1998-05-24,18:35:00.000000,1,0,0,1.0,50,37.97,-103.72,89,Otero
2008-08-23,14:15:00.000000,1,0,0,1.0,100,38.9,-105.48,93,Park
2009-08-18,13:16:00.000000,1,0,0,9.31,100,38.9625,-105.521,93,Park
2014-06-08,10:55:00.000000,1,0,0,0.25,100,39.113,-105.057,93,Park
2014-06-08,12:32:00.000000,2,0,0,6.0,150,38.98,-105.445,93,Park
1955-06-18,13:50:00.000000,2,1,0,4.9,83,40.65,-102.65,95,Phillips
1965-05-24,14:00:00.000000,2,0,0,0.1,10,40.5,-102.3,95,Phillips
1971-07-03,16:14:00.000000,1,0,0,0.1,10,40.57,-102.28,95,Phillips
1973-08-09,16:45:00.000000,1,0,0,0.5,50,40.62,-102.6,95,Phillips
1973-08-25,16:27:00.000000,1,0,0,0.3,27,40.53,-102.3,95,Phillips
1976-08-15,21:45:00.000000,1,0,0,0.5,100,40.62,-102.63,95,Phillips
1976-08-15,21:45:00.000000,1,0,0,0.5,100,40.62,-102.6,95,Phillips
1977-07-09,19:00:00.000000,2,0,0,0.1,200,40.62,-102.47,95,Phillips
1991-05-02,18:48:00.000000,1,0,0,2.0,27,40.43,-102.3,95,Phillips
1996-05-22,18:40:00.000000,1,0,0,0.2,660,40.58,-102.4,95,Phillips
1997-08-21,18:00:00.000000,1,0,0,0.1,50,40.47,-102.13,95,Phillips
1975-06-20,14:30:00.000000,2,0,0,0.5,100,39.18,-107.23,97,Pitkin
1961-05-13,14:30:00.000000,1,0,0,4.1,10,38.05,-102.65,99,Prowers
1961-06-02,17:00:00.000000,1,0,0,0.1,10,38.12,-102.4,99,Prowers
1961-06-02,17:00:00.000000,1,0,0,0.1,10,38.12,-102.45,99,Prowers
1962-06-15,16:45:00.000000,1,0,0,3.3,10,38.08,-102.22,99,Prowers
1968-06-24,19:00:00.000000,1,0,0,0.4,17,37.98,-102.3,99,Prowers
1968-06-24,19:15:00.000000,2,1,0,0.1,100,38.07,-102.12,99,Prowers
1969-07-15,18:30:00.000000,1,0,0,0.1,10,38.13,-102.55,99,Prowers
1974-08-08,15:43:00.000000,1,0,0,2.5,33,37.95,-102.13,99,Prowers
1975-06-08,20:05:00.000000,2,0,0,1.0,220,38.1,-102.62,99,Prowers
1977-05-01,19:55:00.000000,1,0,0,0.1,80,38.07,-102.53,99,Prowers
1977-05-01,20:00:00.000000,1,0,0,0.1,80,38.08,-102.53,99,Prowers
1977-05-01,20:00:00.000000,1,0,0,0.1,80,38.08,-102.53,99,Prowers
1979-06-28,20:25:00.000000,1,0,0,0.5,27,38.13,-102.38,99,Prowers
1981-05-16,16:00:00.000000,1,0,0,0.1,20,38.13,-102.67,99,Prowers
1984-05-24,22:45:00.000000,1,0,0,1.0,30,38.07,-102.32,99,Prowers
1988-05-02,11:12:00.000000,1,0,0,0.5,40,37.95,-102.12,99,Prowers
1989-05-21,20:30:00.000000,1,0,0,1.0,30,38.05,-102.17,99,Prowers
1989-06-06,17:05:00.000000,1,0,0,2.0,23,38.12,-102.18,99,Prowers
2001-05-29,13:03:00.000000,3,0,0,3.0,50,38.07,-102.65,99,Prowers
2007-03-28,19:54:00.000000,3,9,2,28.0,900,38.02,-102.12,99,Prowers
2012-04-27,01:49:00.000000,2,0,0,2.0,200,37.9909,-102.703,99,Prowers
2012-04-27,01:58:00.000000,2,7,0,19.06,200,38.0303,-102.601,99,Prowers
1974-08-15,15:40:00.000000,1,0,0,1.0,100,38.45,-104.82,101,Pueblo
1977-08-08,18:00:00.000000,1,0,0,0.2,50,38.4,-104.2,101,Pueblo
1980-05-05,15:30:00.000000,1,0,0,0.5,30,38.13,-104.45,101,Pueblo
1980-06-19,17:15:00.000000,1,0,0,2.0,30,37.83,-104.13,101,Pueblo
1981-08-06,20:00:00.000000,1,0,0,0.5,17,38.28,-104.75,101,Pueblo
1982-09-13,14:15:00.000000,1,0,0,1.0,40,38.07,-104.82,101,Pueblo
1984-08-21,18:00:00.000000,2,0,0,1.0,50,38.25,-104.6,101,Pueblo
2006-07-09,16:31:00.000000,1,0,0,2.0,75,38.33,-104.75,101,Pueblo
1957-07-03,17:40:00.000000,1,0,0,0.1,10,40.03,-107.92,103,Rio Blanco
2006-06-21,17:25:00.000000,1,0,0,1.0,50,40.03,-108.1,103,Rio Blanco
1980-05-30,14:00:00.000000,1,0,0,0.5,40,40.63,-107.05,107,Routt
1980-06-10,15:10:00.000000,1,0,0,19.9,100,37.92,-106.37,109,Saguache
1991-06-16,15:20:00.000000,1,0,0,6.5,100,38.12,-106.18,109,Saguache
1950-08-05,17:30:00.000000,2,1,0,0.1,10,40.73,-102.55,115,Sedgwick
1951-05-20,15:00:00.000000,1,0,0,10.3,10,40.98,-102.27,115,Sedgwick
1951-06-25,17:45:00.000000,1,1,0,20.2,10,40.85,-102.5,115,Sedgwick
1953-06-07,14:00:00.000000,1,0,0,0.1,10,40.98,-102.28,115,Sedgwick
1953-06-07,14:00:00.000000,1,0,0,0.1,10,41.0,-102.27,115,Sedgwick
1960-06-27,18:45:00.000000,3,3,2,6.5,10,40.82,-102.43,115,Sedgwick
1960-07-27,18:45:00.000000,2,0,0,1.5,67,40.77,-102.58,115,Sedgwick
1962-05-18,14:00:00.000000,1,0,0,0.1,10,40.93,-102.38,115,Sedgwick
1974-05-19,19:05:00.000000,1,0,0,2.3,50,40.87,-102.32,115,Sedgwick
1998-06-09,18:50:00.000000,1,0,0,4.0,100,40.88,-102.38,115,Sedgwick
1999-06-27,23:30:00.000000,1,1,0,0.2,50,40.95,-102.38,115,Sedgwick
2015-04-23,17:51:00.000000,1,0,0,0.1,60,40.8229,-102.467,115,Sedgwick
1979-07-25,16:30:00.000000,1,0,0,0.2,100,38.65,-104.72,119,Teller
1983-06-28,20:30:00.000000,1,0,0,3.0,100,38.95,-105.25,119,Teller
1996-07-12,13:15:00.000000,1,0,0,0.7,150,38.98,-105.18,119,Teller
2007-06-27,15:26:00.000000,1,0,0,0.88,200,39.07,-105.16,119,Teller
2008-08-23,15:05:00.000000,1,0,0,0.64,100,39.11,-105.09,119,Teller
2014-06-08,13:00:00.000000,1,0,0,0.33,75,39.0196,-105.33,119,Teller
1952-06-26,17:30:00.000000,2,0,0,7.0,10,40.0,-103.6,121,Washington
1954-03-31,14:00:00.000000,1,0,0,0.1,10,40.12,-102.72,121,Washington
1955-04-12,13:00:00.000000,1,0,0,0.1,10,40.15,-102.97,121,Washington
1958-07-20,17:00:00.000000,2,0,0,0.1,10,40.22,-103.07,121,Washington
1960-05-18,15:00:00.000000,2,0,0,0.1,10,39.8,-102.83,121,Washington
1967-06-06,17:15:00.000000,1,4,0,0.1,10,40.13,-103.05,121,Washington
1975-05-10,14:45:00.000000,3,0,0,8.0,440,40.25,-103.37,121,Washington
1977-03-18,17:10:00.000000,1,0,0,0.1,40,39.8,-103.32,121,Washington
1982-05-29,15:20:00.000000,2,0,0,1.5,100,40.03,-103.35,121,Washington
1982-06-29,20:00:00.000000,1,0,0,0.5,100,40.32,-102.97,121,Washington
1983-06-12,16:40:00.000000,1,0,0,0.5,37,39.9,-103.6,121,Washington
1984-07-15,15:15:00.000000,1,0,0,1.0,50,39.78,-103.52,121,Washington
1984-08-19,18:38:00.000000,1,0,0,0.5,50,39.68,-103.13,121,Washington
1987-06-23,20:00:00.000000,1,0,0,0.3,30,39.7,-103.38,121,Washington
1987-06-23,20:08:00.000000,1,0,0,0.3,30,39.7,-103.38,121,Washington
1989-05-12,15:20:00.000000,1,0,0,1.0,23,39.87,-102.82,121,Washington
1989-05-12,15:31:00.000000,1,0,0,0.5,23,40.47,-102.82,121,Washington
1989-06-24,17:40:00.000000,1,0,0,0.5,23,40.28,-103.05,121,Washington
1989-06-25,19:34:00.000000,1,0,0,0.5,30,40.28,-103.35,121,Washington
1990-06-14,21:45:00.000000,1,0,0,2.0,80,40.05,-103.07,121,Washington
1991-05-29,18:56:00.000000,1,0,0,14.0,50,40.08,-103.2,121,Washington
1991-06-01,02:00:00.000000,1,0,0,6.0,100,40.15,-103.03,121,Washington
1993-07-21,20:32:00.000000,3,6,0,12.0,150,39.68,-103.3,121,Washington
1996-05-30,16:25:00.000000,3,0,0,0.5,1320,39.92,-103.18,121,Washington
1999-05-31,17:50:00.000000,1,0,0,0.2,50,40.2,-103.28,121,Washington
2000-05-17,12:40:00.000000,1,0,0,0.2,50,40.15,-103.18,121,Washington
2000-05-17,13:06:00.000000,1,0,0,0.2,50,40.08,-103.1,121,Washington
2010-08-09,19:44:00.000000,1,0,0,0.1,50,39.96,-102.96,121,Washington
1952-05-15,15:15:00.000000,3,5,0,7.4,150,40.33,-104.57,123,Weld
1954-06-19,18:00:00.000000,1,0,0,0.1,17,40.87,-104.4,123,Weld
1955-05-09,13:00:00.000000,1,0,0,0.1,100,40.2,-104.82,123,Weld
1955-06-26,19:00:00.000000,1,0,0,0.1,10,40.57,-104.37,123,Weld
1955-07-10,22:00:00.000000,2,0,0,4.3,10,40.52,-104.7,123,Weld
1957-05-24,16:00:00.000000,1,0,0,4.0,10,40.63,-104.67,123,Weld
1957-05-24,16:00:00.000000,1,0,0,0.1,10,40.63,-104.77,123,Weld
1957-05-30,17:00:00.000000,2,1,0,1.3,10,40.5,-104.93,123,Weld
1958-05-12,18:30:00.000000,1,0,0,0.1,10,40.38,-104.65,123,Weld
1958-06-08,18:30:00.000000,2,0,0,7.1,10,40.07,-104.7,123,Weld
1958-07-01,18:30:00.000000,1,0,0,0.1,10,40.18,-104.7,123,Weld
1958-07-23,22:00:00.000000,1,0,0,0.1,10,40.17,-104.95,123,Weld
1960-05-15,14:30:00.000000,1,0,0,0.5,17,40.32,-104.68,123,Weld
1965-05-08,03:00:00.000000,2,0,0,1.0,17,40.77,-104.77,123,Weld
1965-05-22,18:00:00.000000,1,0,0,0.1,10,40.3,-104.75,123,Weld
1965-06-23,16:08:00.000000,1,0,0,0.1,10,40.87,-103.93,123,Weld
1965-06-26,22:30:00.000000,1,0,0,0.1,10,40.52,-104.43,123,Weld
1968-05-23,12:30:00.000000,1,1,0,0.5,100,40.2,-104.88,123,Weld
1971-04-19,10:38:00.000000,1,0,0,0.2,27,40.03,-104.97,123,Weld
1972-05-10,14:15:00.000000,1,0,0,1.0,20,40.35,-104.4,123,Weld
1975-06-18,18:30:00.000000,1,0,0,1.0,100,40.32,-104.57,123,Weld
1975-07-22,14:11:00.000000,1,0,0,0.2,100,40.95,-104.6,123,Weld
1975-07-23,12:30:00.000000,1,0,0,2.0,50,40.67,-104.73,123,Weld
1976-06-04,15:30:00.000000,2,0,0,1.5,200,40.22,-104.82,123,Weld
1976-06-04,15:30:00.000000,1,0,0,0.5,150,40.2,-104.82,123,Weld
1976-06-04,15:30:00.000000,1,0,0,0.5,150,40.17,-104.9,123,Weld
1976-06-04,15:30:00.000000,1,0,0,0.5,150,40.23,-104.82,123,Weld
1976-06-04,15:35:00.000000,1,0,0,0.5,150,40.08,-105.0,123,Weld
1976-06-04,15:45:00.000000,1,0,0,0.5,150,40.42,-104.77,123,Weld
1976-07-04,19:25:00.000000,1,0,0,0.3,150,40.08,-104.55,123,Weld
1976-08-10,22:30:00.000000,1,1,0,0.1,50,40.42,-104.68,123,Weld
1977-05-01,15:00:00.000000,1,0,0,0.1,80,40.48,-104.65,123,Weld
1980-05-27,18:30:00.000000,1,0,0,1.0,30,40.63,-104.78,123,Weld
1980-05-29,14:30:00.000000,1,0,0,1.0,40,40.98,-104.27,123,Weld
1980-06-21,13:05:00.000000,1,0,0,1.0,27,40.7,-104.7,123,Weld
1980-07-25,16:30:00.000000,1,0,0,0.5,40,40.08,-104.92,123,Weld
1980-08-27,16:20:00.000000,1,0,0,2.0,40,40.2,-104.82,123,Weld
1981-05-31,16:03:00.000000,1,0,0,0.3,30,40.18,-105.0,123,Weld
1981-05-31,16:10:00.000000,1,0,0,0.2,27,40.38,-104.83,123,Weld
1981-06-03,15:18:00.000000,1,2,0,0.9,50,40.08,-104.83,123,Weld
1981-06-03,15:20:00.000000,1,0,0,0.3,40,40.22,-104.82,123,Weld
1981-06-03,15:48:00.000000,1,0,0,0.2,40,40.43,-104.87,123,Weld
1981-06-03,16:00:00.000000,1,0,0,0.2,40,40.62,-104.78,123,Weld
1982-06-02,16:55:00.000000,1,0,0,3.0,100,40.23,-104.37,123,Weld
1982-06-03,16:00:00.000000,1,0,0,1.0,77,40.13,-104.52,123,Weld
1982-06-12,18:52:00.000000,1,0,0,1.0,77,40.97,-103.65,123,Weld
1982-06-14,14:45:00.000000,1,0,0,0.5,100,40.97,-104.37,123,Weld
1982-06-25,19:47:00.000000,2,0,0,1.0,200,40.38,-104.63,123,Weld
1982-06-29,18:10:00.000000,1,0,0,1.0,200,40.73,-104.3,123,Weld
1982-07-25,12:18:00.000000,1,0,0,2.5,50,40.7,-104.88,123,Weld
1982-07-26,16:09:00.000000,1,0,0,1.0,50,40.25,-104.5,123,Weld
1982-07-26,17:32:00.000000,1,0,0,1.0,50,40.77,-104.45,123,Weld
1982-08-09,18:05:00.000000,1,0,0,1.0,50,40.63,-103.65,123,Weld
1983-06-02,14:10:00.000000,1,0,0,1.0,100,40.17,-104.97,123,Weld
1983-06-04,17:55:00.000000,1,0,0,2.0,50,40.08,-104.8,123,Weld
1983-06-16,16:18:00.000000,1,0,0,0.6,33,40.5,-104.87,123,Weld
1983-07-10,15:45:00.000000,1,0,0,0.5,50,40.23,-104.82,123,Weld
1983-08-12,16:15:00.000000,1,0,0,0.2,17,40.08,-104.32,123,Weld
1983-08-12,16:20:00.000000,1,0,0,0.2,17,40.08,-104.32,123,Weld
1983-08-12,16:25:00.000000,1,0,0,0.2,17,40.08,-104.32,123,Weld
1983-08-17,15:45:00.000000,1,0,0,0.3,20,40.78,-104.8,123,Weld
1983-08-17,15:50:00.000000,1,0,0,0.3,20,40.78,-104.8,123,Weld
1984-04-19,17:50:00.000000,1,0,0,1.0,150,40.47,-104.8,123,Weld
1984-04-19,18:00:00.000000,1,0,0,0.5,100,40.53,-104.82,123,Weld
1984-04-25,15:40:00.000000,1,0,0,2.0,100,40.07,-104.58,123,Weld
1984-05-18,14:34:00.000000,2,0,0,5.0,50,40.12,-104.67,123,Weld
1984-05-18,14:40:00.000000,2,0,0,5.0,50,40.12,-104.58,123,Weld
1984-05-18,14:45:00.000000,2,0,0,5.0,50,40.18,-104.57,123,Weld
1984-06-13,01:20:00.000000,1,0,0,0.5,50,40.47,-104.9,123,Weld
1984-06-17,15:40:00.000000,1,0,0,1.0,50,40.57,-104.73,123,Weld
1984-08-01,17:15:00.000000,1,0,0,0.5,50,40.7,-104.88,123,Weld
1984-08-01,18:05:00.000000,1,0,0,0.5,50,40.35,-104.7,123,Weld
1984-08-19,18:05:00.000000,1,0,0,1.0,40,40.57,-104.12,123,Weld
1985-07-26,15:35:00.000000,1,3,0,0.5,50,40.05,-104.93,123,Weld
1986-05-12,15:05:00.000000,1,0,0,0.5,30,40.62,-104.6,123,Weld
1986-06-09,11:20:00.000000,1,0,0,0.2,30,40.05,-104.73,123,Weld
1986-08-02,22:50:00.000000,1,0,0,0.7,30,40.58,-104.25,123,Weld
1987-06-23,16:20:00.000000,1,0,0,0.2,20,40.05,-104.62,123,Weld
1987-06-23,18:58:00.000000,1,0,0,0.5,30,40.65,-104.73,123,Weld
1987-07-07,17:25:00.000000,1,0,0,1.5,40,40.35,-104.68,123,Weld
1987-07-07,17:40:00.000000,2,0,0,5.0,100,40.4,-104.37,123,Weld
1987-07-07,18:35:00.000000,1,0,0,0.5,50,40.55,-104.2,123,Weld
1988-04-19,16:52:00.000000,1,0,0,0.3,60,40.08,-104.8,123,Weld
1988-04-21,19:30:00.000000,1,0,0,0.5,40,40.5,-104.13,123,Weld
1988-04-24,14:04:00.000000,1,0,0,2.0,40,40.52,-104.38,123,Weld
1988-07-07,19:12:00.000000,1,0,0,0.5,30,40.53,-104.55,123,Weld
1990-06-01,19:05:00.000000,1,0,0,0.5,60,40.17,-104.38,123,Weld
1990-06-15,19:28:00.000000,1,0,0,10.0,73,40.17,-104.22,123,Weld
1991-06-09,16:51:00.000000,1,0,0,2.0,50,40.87,-104.03,123,Weld
1996-07-31,21:00:00.000000,2,0,0,5.0,100,40.45,-104.53,123,Weld
1997-06-15,15:21:00.000000,1,0,0,0.1,50,40.07,-104.95,123,Weld
1997-07-30,19:55:00.000000,1,0,0,0.1,50,40.82,-104.52,123,Weld
1999-08-10,16:45:00.000000,1,0,0,5.0,50,40.08,-104.8,123,Weld
1999-08-10,16:55:00.000000,1,0,0,0.1,0,40.22,-104.82,123,Weld
1999-08-10,16:55:00.000000,1,0,0,0.1,0,40.22,-104.82,123,Weld
2000-05-17,13:55:00.000000,1,0,0,0.2,50,40.43,-103.78,123,Weld
2000-07-21,17:50:00.000000,1,0,0,8.0,440,40.38,-104.25,123,Weld
2004-10-04,16:44:00.000000,1,0,0,0.1,50,40.33,-104.85,123,Weld
2004-10-04,16:44:00.000000,1,0,0,0.1,50,40.33,-104.85,123,Weld
2004-10-04,16:48:00.000000,1,0,0,0.1,50,40.4,-104.88,123,Weld
2008-05-22,11:26:00.000000,3,78,1,38.69,1760,40.23,-104.75,123,Weld
2008-05-22,12:30:00.000000,1,1,0,0.1,100,40.06,-104.97,123,Weld
2008-05-23,18:00:00.000000,1,0,0,0.1,50,40.91,-103.83,123,Weld
1954-03-31,14:00:00.000000,1,0,0,0.1,10,40.15,-102.97,125,Yuma
1957-06-21,02:15:00.000000,1,0,0,0.1,10,40.4,-102.45,125,Yuma
1957-06-30,14:00:00.000000,1,0,0,0.1,10,40.1,-102.6,125,Yuma
1957-06-30,16:00:00.000000,1,0,0,0.1,10,40.1,-102.6,125,Yuma
1957-07-30,16:00:00.000000,1,0,0,0.1,10,40.08,-102.73,125,Yuma
1958-06-15,21:45:00.000000,2,0,0,0.1,10,40.13,-102.7,125,Yuma
1962-06-20,21:00:00.000000,1,0,0,1.9,10,40.23,-102.72,125,Yuma
1963-10-20,17:30:00.000000,1,0,0,5.2,10,40.42,-102.5,125,Yuma
1971-10-17,21:07:00.000000,2,9,0,1.0,200,40.08,-102.23,125,Yuma
1972-06-21,20:40:00.000000,2,3,0,19.3,10,39.92,-102.5,125,Yuma
1975-05-27,14:15:00.000000,2,0,0,12.6,200,39.62,-102.42,125,Yuma
